Results
Filename SNR Time(ms) BER% FER%
../gentests/ComparableTest/b5_10_0000_07.mtx 2.7 85.1435 0.512955 7.69231 
../gentests/ComparableTest/b5_10_0000_07.mtx 2.8 102.121 0.383282 5.94118 
../gentests/ComparableTest/b5_10_0000_07.mtx 2.9 103.487 0.313573 5.31579 
../gentests/ComparableTest/b5_10_0000_07.mtx 3 120.221 0.25636 4.33333 
../gentests/ComparableTest/b5_10_0000_07.mtx 3.1 132.76 0.212406 3.71429 
../gentests/ComparableTest/b5_10_0000_07.mtx 3.2 144.851 0.165869 3.06061 
../gentests/ComparableTest/b5_10_0000_07.mtx 3.3 167.377 0.144939 2.58974 
../gentests/ComparableTest/b5_10_0000_07.mtx 3.4 198.486 0.098968 1.98039 
../gentests/ComparableTest/b5_10_0000_07.mtx 3.5 214.611 0.0911357 1.75439 
../gentests/ComparableTest/b5_10_0000_07.mtx 3.6 263.163 0.0695536 1.29114 
../gentests/ComparableTest/b5_10_0000_07.mtx 3.7 250.564 0.0652085 1.2987 
../gentests/ComparableTest/b5_10_0000_07.mtx 3.8 319.744 0.0431078 0.961905 
../gentests/ComparableTest/b5_10_0000_07.mtx 3.9 350.749 0.0360357 0.806452 
../gentests/ComparableTest/b5_10_0000_07.mtx 4 400.541 0.0278814 0.632911 
../gentests/ComparableTest/b5_10_0000_07.mtx 4.1 505.55 0.0180936 0.460829 
../gentests/ComparableTest/b5_10_0000_07.mtx 4.2 624.426 0.0146871 0.341216 
../gentests/ComparableTest/b5_10_0000_07.mtx 4.3 689.314 0.0115225 0.282486 
../gentests/ComparableTest/b5_10_0000_07.mtx 4.4 824.187 0.00827998 0.208247 
../gentests/ComparableTest/b5_10_0000_07.mtx 4.5 772.775 0.00785106 0.207469 
../gentests/ComparableTest/b5_10_0000_07.mtx 4.6 1061.59 0.00434245 0.131854 
../gentests/ComparableTest/b5_10_0000_07.mtx 4.7 1290.42 0.00371916 0.099108 
../gentests/ComparableTest/b5_10_0000_07.mtx 4.8 1634.3 0.00289732 0.0701262 
../gentests/ComparableTest/b5_10_0000_07.mtx 4.9 1933.91 0.00196794 0.0545852 
../gentests/ComparableTest/b5_10_0000_07.mtx 5 1948.13 0.00190308 0.0501505 
../gentests/ComparableTest/b5_10_0000_08.mtx 1 40.0937 6.19474 64.5 
../gentests/ComparableTest/b5_10_0000_08.mtx 1.1 38.1881 5.37105 58 
../gentests/ComparableTest/b5_10_0000_08.mtx 1.2 37.874 4.78947 53.5 
../gentests/ComparableTest/b5_10_0000_08.mtx 1.3 46.0362 4.40526 49 
../gentests/ComparableTest/b5_10_0000_08.mtx 1.4 44.6004 3.95789 44 
../gentests/ComparableTest/b5_10_0000_08.mtx 1.5 43.7201 3.40702 39 
../gentests/ComparableTest/b5_10_0000_08.mtx 1.6 49.3423 2.85395 32.75 
../gentests/ComparableTest/b5_10_0000_08.mtx 1.7 47.969 2.50132 30.5 
../gentests/ComparableTest/b5_10_0000_08.mtx 1.8 45.7517 2.17368 27 
../gentests/ComparableTest/b5_10_0000_08.mtx 1.9 50.4164 1.68842 21.6 
../gentests/ComparableTest/b5_10_0000_08.mtx 2 54.9035 1.5614 20 
../gentests/ComparableTest/b5_10_0000_08.mtx 2.1 52.3524 1.25 17 
../gentests/ComparableTest/b5_10_0000_08.mtx 2.2 57.0775 0.950376 14.2857 
../gentests/ComparableTest/b5_10_0000_08.mtx 2.3 67.6195 0.709474 10.9 
../gentests/ComparableTest/b5_10_0000_08.mtx 2.4 74.4355 0.569298 8.5 
../gentests/ComparableTest/b5_10_0000_08.mtx 2.5 85.1473 0.436491 6.73333 
../gentests/ComparableTest/b5_10_0000_08.mtx 2.6 93.4144 0.333626 5.66667 
../gentests/ComparableTest/b5_10_0000_08.mtx 2.7 105.235 0.315539 4.80952 
../gentests/ComparableTest/b5_10_0000_08.mtx 2.8 116.074 0.268 4.12 
../gentests/ComparableTest/b5_10_0000_08.mtx 2.9 137.017 0.196265 3.22581 
../gentests/ComparableTest/b5_10_0000_08.mtx 3 176.075 0.151408 2.34884 
../gentests/ComparableTest/b5_10_0000_08.mtx 3.1 202.173 0.120565 1.87037 
../gentests/ComparableTest/b5_10_0000_08.mtx 3.2 227.595 0.0981621 1.60317 
../gentests/ComparableTest/b5_10_0000_08.mtx 3.3 288.533 0.0696115 1.19048 
../gentests/ComparableTest/b5_10_0000_08.mtx 3.4 322.329 0.0600834 1 
../gentests/ComparableTest/b5_10_0000_08.mtx 3.5 400.732 0.0422567 0.726619 
../gentests/ComparableTest/b5_10_0000_08.mtx 3.6 498.152 0.028934 0.507614 
../gentests/ComparableTest/b5_10_0000_08.mtx 3.7 503.82 0.0243297 0.476415 
../gentests/ComparableTest/b5_10_0000_08.mtx 3.8 664.099 0.017657 0.322581 
../gentests/ComparableTest/b5_10_0000_08.mtx 3.9 771.05 0.0126447 0.25 
../gentests/ComparableTest/b5_10_0000_08.mtx 4 893.412 0.00881736 0.199203 
../gentests/ComparableTest/b5_10_0000_08.mtx 4.1 1088.92 0.00761429 0.145985 
../gentests/ComparableTest/b5_10_0000_08.mtx 4.2 1340.19 0.00466442 0.108342 
../gentests/ComparableTest/b5_10_0000_08.mtx 4.3 1576.9 0.00353681 0.0841043 
../gentests/ComparableTest/b5_10_0000_08.mtx 4.4 1519.77 0.00326753 0.081367 
../gentests/ComparableTest/b5_10_0000_08.mtx 4.5 2098.39 0.00223964 0.0545554 
../gentests/ComparableTest/b5_10_0000_08.mtx 4.6 3188.81 0.00130722 0.0325521 
../gentests/ComparableTest/b5_10_0000_08.mtx 4.7 2970.32 0.0011073 0.0328731 
../gentests/ComparableTest/b5_10_0000_08.mtx 4.8 4608.16 0.000737474 0.0193536 
../gentests/ComparableTest/b5_10_0000_08.mtx 4.9 5073.55 0.000569534 0.0166223 
../gentests/ComparableTest/b5_10_0000_08.mtx 5 6288.65 0.000428757 0.0126502 
../gentests/ComparableTest/b5_10_0000_09.mtx 1 39.1793 6.85 67 
../gentests/ComparableTest/b5_10_0000_09.mtx 1.1 37.1372 6.21316 64 
../gentests/ComparableTest/b5_10_0000_09.mtx 1.2 36.8008 5.73158 59 
../gentests/ComparableTest/b5_10_0000_09.mtx 1.3 35.9157 5.02368 56 
../gentests/ComparableTest/b5_10_0000_09.mtx 1.4 35.6524 4.62105 51.5 
../gentests/ComparableTest/b5_10_0000_09.mtx 1.5 44.0226 4.50351 49.6667 
../gentests/ComparableTest/b5_10_0000_09.mtx 1.6 42.6718 3.88246 44.6667 
../gentests/ComparableTest/b5_10_0000_09.mtx 1.7 42.1846 3.58421 41.6667 
../gentests/ComparableTest/b5_10_0000_09.mtx 1.8 41.7035 3.00351 37 
../gentests/ComparableTest/b5_10_0000_09.mtx 1.9 39.7011 2.78596 34 
../gentests/ComparableTest/b5_10_0000_09.mtx 2 42.2937 2.12368 28.25 
../gentests/ComparableTest/b5_10_0000_09.mtx 2.1 41.6544 1.86184 25.5 
../gentests/ComparableTest/b5_10_0000_09.mtx 2.2 45.1392 1.69158 23 
../gentests/ComparableTest/b5_10_0000_09.mtx 2.3 44.1289 1.45579 20 
../gentests/ComparableTest/b5_10_0000_09.mtx 2.4 48.4649 1.23596 18.1667 
../gentests/ComparableTest/b5_10_0000_09.mtx 2.5 58.3316 0.917105 14.125 
../gentests/ComparableTest/b5_10_0000_09.mtx 2.6 60.3292 0.827485 11.3333 
../gentests/ComparableTest/b5_10_0000_09.mtx 2.7 66.9865 0.630144 9.27273 
../gentests/ComparableTest/b5_10_0000_09.mtx 2.8 74.5804 0.491903 7.84615 
../gentests/ComparableTest/b5_10_0000_09.mtx 2.9 81.7678 0.450877 7.26667 
../gentests/ComparableTest/b5_10_0000_09.mtx 3 99.7938 0.317368 5.3 
../gentests/ComparableTest/b5_10_0000_09.mtx 3.1 99.9779 0.302005 4.80952 
../gentests/ComparableTest/b5_10_0000_09.mtx 3.2 133.568 0.23807 3.46667 
../gentests/ComparableTest/b5_10_0000_09.mtx 3.3 155.957 0.14197 2.64103 
../gentests/ComparableTest/b5_10_0000_09.mtx 3.4 160.647 0.126444 2.5122 
../gentests/ComparableTest/b5_10_0000_09.mtx 3.5 191.381 0.0982793 1.92308 
../gentests/ComparableTest/b5_10_0000_09.mtx 3.6 243.028 0.0710897 1.43662 
../gentests/ComparableTest/b5_10_0000_09.mtx 3.7 263.395 0.0574108 1.16092 
../gentests/ComparableTest/b5_10_0000_09.mtx 3.8 343.103 0.0401914 0.834711 
../gentests/ComparableTest/b5_10_0000_09.mtx 3.9 346.298 0.036925 0.787402 
../gentests/ComparableTest/b5_10_0000_09.mtx 4 364.586 0.0326458 0.675676 
../gentests/ComparableTest/b5_10_0000_09.mtx 4.1 410.608 0.031165 0.561798 
../gentests/ComparableTest/b5_10_0000_09.mtx 4.2 490.105 0.0199147 0.45045 
../gentests/ComparableTest/b5_10_0000_09.mtx 4.3 521.337 0.0148525 0.378788 
../gentests/ComparableTest/b5_10_0000_09.mtx 4.4 658.381 0.0111625 0.274725 
../gentests/ComparableTest/b5_10_0000_09.mtx 4.5 800.088 0.00786837 0.200401 
../gentests/ComparableTest/b5_10_0000_09.mtx 4.6 925.938 0.00634507 0.15456 
../gentests/ComparableTest/b5_10_0000_09.mtx 4.7 1057.75 0.00552275 0.123305 
../gentests/ComparableTest/b5_10_0000_09.mtx 4.8 1297.95 0.00330022 0.0907441 
../gentests/ComparableTest/b5_10_0000_09.mtx 4.9 1508.56 0.00252525 0.0721501 
../gentests/ComparableTest/b5_10_0000_09.mtx 5 1463.95 0.00240125 0.068918 
../gentests/ComparableTest/b5_10_0000_10.mtx 1 46.7344 6.15263 64.5 
../gentests/ComparableTest/b5_10_0000_10.mtx 1.1 45.2829 5.57368 59.5 
../gentests/ComparableTest/b5_10_0000_10.mtx 1.2 44.6237 4.81316 54 
../gentests/ComparableTest/b5_10_0000_10.mtx 1.3 43.7708 4.37368 50 
../gentests/ComparableTest/b5_10_0000_10.mtx 1.4 51.8042 4.06842 46.3333 
../gentests/ComparableTest/b5_10_0000_10.mtx 1.5 50.7367 3.41579 41 
../gentests/ComparableTest/b5_10_0000_10.mtx 1.6 49.9059 3.02982 37.3333 
../gentests/ComparableTest/b5_10_0000_10.mtx 1.7 54.5679 2.47763 31.5 
../gentests/ComparableTest/b5_10_0000_10.mtx 1.8 52.5778 2.17895 29.5 
../gentests/ComparableTest/b5_10_0000_10.mtx 1.9 55.3789 1.71263 23.6 
../gentests/ComparableTest/b5_10_0000_10.mtx 2 54.6574 1.50526 20.6 
../gentests/ComparableTest/b5_10_0000_10.mtx 2.1 58.4399 1.1886 17.5 
../gentests/ComparableTest/b5_10_0000_10.mtx 2.2 67.2269 0.963816 13.375 
../gentests/ComparableTest/b5_10_0000_10.mtx 2.3 69.9722 0.79883 12.1111 
../gentests/ComparableTest/b5_10_0000_10.mtx 2.4 73.9487 0.631579 10 
../gentests/ComparableTest/b5_10_0000_10.mtx 2.5 81.3806 0.598246 9.33333 
../gentests/ComparableTest/b5_10_0000_10.mtx 2.6 83.837 0.498785 7.69231 
../gentests/ComparableTest/b5_10_0000_10.mtx 2.7 98.1955 0.375851 5.94118 
../gentests/ComparableTest/b5_10_0000_10.mtx 2.8 112.198 0.265915 4.7619 
../gentests/ComparableTest/b5_10_0000_10.mtx 2.9 112.835 0.250478 4.54545 
../gentests/ComparableTest/b5_10_0000_10.mtx 3 142.855 0.178778 3.25806 
../gentests/ComparableTest/b5_10_0000_10.mtx 3.1 175.872 0.12381 2.40476 
../gentests/ComparableTest/b5_10_0000_10.mtx 3.2 195.217 0.107579 2 
../gentests/ComparableTest/b5_10_0000_10.mtx 3.3 271.538 0.0740943 1.32468 
../gentests/ComparableTest/b5_10_0000_10.mtx 3.4 297.27 0.0561206 1.1236 
../gentests/ComparableTest/b5_10_0000_10.mtx 3.5 349.984 0.0449393 0.871795 
../gentests/ComparableTest/b5_10_0000_10.mtx 3.6 411.768 0.0314395 0.662252 
../gentests/ComparableTest/b5_10_0000_10.mtx 3.7 418.587 0.0291098 0.617284 
../gentests/ComparableTest/b5_10_0000_10.mtx 3.8 505.616 0.0217836 0.462963 
../gentests/ComparableTest/b5_10_0000_10.mtx 3.9 583.061 0.0164304 0.369004 
../gentests/ComparableTest/b5_10_0000_10.mtx 4 736.277 0.0114575 0.258974 
../gentests/ComparableTest/b5_10_0000_10.mtx 4.1 839.807 0.00953676 0.206612 
../gentests/ComparableTest/b5_10_0000_10.mtx 4.2 941.583 0.0072745 0.16835 
../gentests/ComparableTest/b5_10_0000_10.mtx 4.3 1114.84 0.00523571 0.130378 
../gentests/ComparableTest/b5_10_0000_10.mtx 4.4 1253.96 0.00409295 0.105374 
../gentests/ComparableTest/b5_10_0000_10.mtx 4.5 1559.28 0.00289534 0.0765111 
../gentests/ComparableTest/b5_10_0000_10.mtx 4.6 2156.04 0.00205592 0.0509073 
../gentests/ComparableTest/b5_10_0000_10.mtx 4.7 2354.07 0.00152925 0.0429185 
../gentests/ComparableTest/b5_10_0000_10.mtx 4.8 2987.85 0.0011903 0.0310655 
../gentests/ComparableTest/b5_10_0000_10.mtx 4.9 3626.01 0.000901501 0.0238892 
../gentests/ComparableTest/b5_10_0000_10.mtx 5 3979.7 0.000785867 0.0204541 
../gentests/ComparableTest/b5_10_0000_11.mtx 1 48.804 6.14737 69 
../gentests/ComparableTest/b5_10_0000_11.mtx 1.1 47.5454 5.72105 67 
../gentests/ComparableTest/b5_10_0000_11.mtx 1.2 47.0364 5.21053 60 
../gentests/ComparableTest/b5_10_0000_11.mtx 1.3 46.4492 4.75 57 
../gentests/ComparableTest/b5_10_0000_11.mtx 1.4 45.2028 4.23158 52 
../gentests/ComparableTest/b5_10_0000_11.mtx 1.5 54.3721 3.7 49.6667 
../gentests/ComparableTest/b5_10_0000_11.mtx 1.6 53.1005 3.37544 45.6667 
../gentests/ComparableTest/b5_10_0000_11.mtx 1.7 52.0484 2.86842 40.6667 
../gentests/ComparableTest/b5_10_0000_11.mtx 1.8 50.5409 2.40877 35.3333 
../gentests/ComparableTest/b5_10_0000_11.mtx 1.9 55.9568 1.95658 30.5 
../gentests/ComparableTest/b5_10_0000_11.mtx 2 52.9762 1.66316 28 
../gentests/ComparableTest/b5_10_0000_11.mtx 2.1 52.0895 1.51184 25 
../gentests/ComparableTest/b5_10_0000_11.mtx 2.2 56.6506 1.32526 22.4 
../gentests/ComparableTest/b5_10_0000_11.mtx 2.3 55.2705 1.11474 20.2 
../gentests/ComparableTest/b5_10_0000_11.mtx 2.4 60.5546 0.973684 18 
../gentests/ComparableTest/b5_10_0000_11.mtx 2.5 60.2018 0.85 16.8333 
../gentests/ComparableTest/b5_10_0000_11.mtx 2.6 76.1725 0.605263 12.6667 
../gentests/ComparableTest/b5_10_0000_11.mtx 2.7 73.0042 0.566082 11.8889 
../gentests/ComparableTest/b5_10_0000_11.mtx 2.8 82.3935 0.45933 9.72727 
../gentests/ComparableTest/b5_10_0000_11.mtx 2.9 85.2072 0.403509 8.58333 
../gentests/ComparableTest/b5_10_0000_11.mtx 3 94.9872 0.306316 7.13333 
../gentests/ComparableTest/b5_10_0000_11.mtx 3.1 95.0275 0.259868 6.3125 
../gentests/ComparableTest/b5_10_0000_11.mtx 3.2 106.133 0.22964 5.42105 
../gentests/ComparableTest/b5_10_0000_11.mtx 3.3 112.513 0.191228 4.7619 
../gentests/ComparableTest/b5_10_0000_11.mtx 3.4 129.463 0.154858 3.92308 
../gentests/ComparableTest/b5_10_0000_11.mtx 3.5 134.767 0.13891 3.57143 
../gentests/ComparableTest/b5_10_0000_11.mtx 3.6 159.648 0.109357 2.80556 
../gentests/ComparableTest/b5_10_0000_11.mtx 3.7 181.75 0.0789474 2.24444 
../gentests/ComparableTest/b5_10_0000_11.mtx 3.8 223.706 0.0630672 1.75862 
../gentests/ComparableTest/b5_10_0000_11.mtx 3.9 249.575 0.0510234 1.40278 
../gentests/ComparableTest/b5_10_0000_11.mtx 4 270.125 0.0387616 1.17647 
../gentests/ComparableTest/b5_10_0000_11.mtx 4.1 310.881 0.0337343 0.980952 
../gentests/ComparableTest/b5_10_0000_11.mtx 4.2 316.68 0.0302039 0.918919 
../gentests/ComparableTest/b5_10_0000_11.mtx 4.3 371.837 0.0239035 0.701389 
../gentests/ComparableTest/b5_10_0000_11.mtx 4.4 394.08 0.0211501 0.617284 
../gentests/ComparableTest/b5_10_0000_11.mtx 4.5 449.999 0.0171183 0.5 
../gentests/ComparableTest/b5_10_0000_11.mtx 4.6 488.905 0.0127139 0.411523 
../gentests/ComparableTest/b5_10_0000_11.mtx 4.7 572.411 0.0103603 0.315457 
../gentests/ComparableTest/b5_10_0000_11.mtx 4.8 617.187 0.00860462 0.27248 
../gentests/ComparableTest/b5_10_0000_11.mtx 4.9 727.758 0.00629474 0.2 
../gentests/ComparableTest/b5_10_0000_11.mtx 5 728.358 0.00586857 0.185529 
../gentests/ComparableTest/b5_10_0000_12.mtx 1 51.5866 6.77105 76 
../gentests/ComparableTest/b5_10_0000_12.mtx 1.1 49.5764 6.35 73.5 
../gentests/ComparableTest/b5_10_0000_12.mtx 1.2 48.3295 5.65526 68.5 
../gentests/ComparableTest/b5_10_0000_12.mtx 1.3 46.6916 5.01579 65.5 
../gentests/ComparableTest/b5_10_0000_12.mtx 1.4 46.1139 4.41579 61 
../gentests/ComparableTest/b5_10_0000_12.mtx 1.5 45.1267 3.99211 56 
../gentests/ComparableTest/b5_10_0000_12.mtx 1.6 54.3321 3.87368 51 
../gentests/ComparableTest/b5_10_0000_12.mtx 1.7 52.9783 3.28947 47 
../gentests/ComparableTest/b5_10_0000_12.mtx 1.8 52.1569 3.14561 43.6667 
../gentests/ComparableTest/b5_10_0000_12.mtx 1.9 51.5584 2.40351 37.3333 
../gentests/ComparableTest/b5_10_0000_12.mtx 2 49.1734 2.24035 34.6667 
../gentests/ComparableTest/b5_10_0000_12.mtx 2.1 54.6978 1.86974 28.75 
../gentests/ComparableTest/b5_10_0000_12.mtx 2.2 52.2642 1.52105 25 
../gentests/ComparableTest/b5_10_0000_12.mtx 2.3 56.5862 1.40737 23 
../gentests/ComparableTest/b5_10_0000_12.mtx 2.4 60.6946 1.17281 19.6667 
../gentests/ComparableTest/b5_10_0000_12.mtx 2.5 60.7275 1.02632 18 
../gentests/ComparableTest/b5_10_0000_12.mtx 2.6 64.3151 0.82782 14.7143 
../gentests/ComparableTest/b5_10_0000_12.mtx 2.7 67.9985 0.649342 12.75 
../gentests/ComparableTest/b5_10_0000_12.mtx 2.8 70.4433 0.608187 11.8889 
../gentests/ComparableTest/b5_10_0000_12.mtx 2.9 74.4866 0.546842 10.9 
../gentests/ComparableTest/b5_10_0000_12.mtx 3 77.4331 0.432057 9.27273 
../gentests/ComparableTest/b5_10_0000_12.mtx 3.1 89.0005 0.371805 7.35714 
../gentests/ComparableTest/b5_10_0000_12.mtx 3.2 98.2884 0.295046 6 
../gentests/ComparableTest/b5_10_0000_12.mtx 3.3 111.574 0.233083 4.85714 
../gentests/ComparableTest/b5_10_0000_12.mtx 3.4 126.255 0.190737 4 
../gentests/ComparableTest/b5_10_0000_12.mtx 3.5 140.323 0.160351 3.4 
../gentests/ComparableTest/b5_10_0000_12.mtx 3.6 160.913 0.11522 2.78378 
../gentests/ComparableTest/b5_10_0000_12.mtx 3.7 203.025 0.0854251 1.92308 
../gentests/ComparableTest/b5_10_0000_12.mtx 3.8 210.04 0.0797932 1.78571 
../gentests/ComparableTest/b5_10_0000_12.mtx 3.9 247.223 0.0582654 1.43662 
../gentests/ComparableTest/b5_10_0000_12.mtx 4 275.788 0.0454261 1.20238 
../gentests/ComparableTest/b5_10_0000_12.mtx 4.1 282.159 0.0512123 1.13483 
../gentests/ComparableTest/b5_10_0000_12.mtx 4.2 328.819 0.0381348 0.877193 
../gentests/ComparableTest/b5_10_0000_12.mtx 4.3 341.048 0.0328842 0.8 
../gentests/ComparableTest/b5_10_0000_12.mtx 4.4 438.776 0.0220523 0.558659 
../gentests/ComparableTest/b5_10_0000_12.mtx 4.5 503.332 0.015971 0.431034 
../gentests/ComparableTest/b5_10_0000_12.mtx 4.6 576.003 0.0139341 0.359712 
../gentests/ComparableTest/b5_10_0000_12.mtx 4.7 636.984 0.0113824 0.301205 
../gentests/ComparableTest/b5_10_0000_12.mtx 4.8 786.752 0.0075686 0.213675 
../gentests/ComparableTest/b5_10_0000_12.mtx 4.9 844.029 0.00682053 0.178253 
../gentests/ComparableTest/b5_10_0000_12.mtx 5 890.007 0.00554586 0.157978 
../gentests/ComparableTest/b5_10_0000_13.mtx 1 51.6924 6.56842 74.5 
../gentests/ComparableTest/b5_10_0000_13.mtx 1.1 50.6981 6.12105 71 
../gentests/ComparableTest/b5_10_0000_13.mtx 1.2 49.8454 5.45789 69.5 
../gentests/ComparableTest/b5_10_0000_13.mtx 1.3 48.6638 5.06842 66.5 
../gentests/ComparableTest/b5_10_0000_13.mtx 1.4 48.5443 4.34737 62 
../gentests/ComparableTest/b5_10_0000_13.mtx 1.5 47.6236 3.74211 57.5 
../gentests/ComparableTest/b5_10_0000_13.mtx 1.6 46.2452 3.11053 52 
../gentests/ComparableTest/b5_10_0000_13.mtx 1.7 55.0864 3.08947 46 
../gentests/ComparableTest/b5_10_0000_13.mtx 1.8 53.1747 2.52456 40.3333 
../gentests/ComparableTest/b5_10_0000_13.mtx 1.9 52.0089 2.09474 35.3333 
../gentests/ComparableTest/b5_10_0000_13.mtx 2 50.587 2.07719 34.6667 
../gentests/ComparableTest/b5_10_0000_13.mtx 2.1 56.8318 1.80921 30 
../gentests/ComparableTest/b5_10_0000_13.mtx 2.2 54.1413 1.48947 28 
../gentests/ComparableTest/b5_10_0000_13.mtx 2.3 53.2168 1.35132 25.5 
../gentests/ComparableTest/b5_10_0000_13.mtx 2.4 63.0504 1.00263 18.8333 
../gentests/ComparableTest/b5_10_0000_13.mtx 2.5 61.2428 0.926316 17 
../gentests/ComparableTest/b5_10_0000_13.mtx 2.6 66.7227 0.700752 15.2857 
../gentests/ComparableTest/b5_10_0000_13.mtx 2.7 70.3289 0.675658 13.5 
../gentests/ComparableTest/b5_10_0000_13.mtx 2.8 73.5591 0.474269 11.4444 
../gentests/ComparableTest/b5_10_0000_13.mtx 2.9 81.0725 0.42201 9.72727 
../gentests/ComparableTest/b5_10_0000_13.mtx 3 88.3549 0.315789 8 
../gentests/ComparableTest/b5_10_0000_13.mtx 3.1 105.958 0.24269 5.77778 
../gentests/ComparableTest/b5_10_0000_13.mtx 3.2 104.503 0.215497 5.55556 
../gentests/ComparableTest/b5_10_0000_13.mtx 3.3 115.96 0.161244 4.54545 
../gentests/ComparableTest/b5_10_0000_13.mtx 3.4 126.829 0.134947 4.04 
../gentests/ComparableTest/b5_10_0000_13.mtx 3.5 146.998 0.121562 3.32258 
../gentests/ComparableTest/b5_10_0000_13.mtx 3.6 161.894 0.103698 2.83784 
../gentests/ComparableTest/b5_10_0000_13.mtx 3.7 160.498 0.0929363 2.68421 
../gentests/ComparableTest/b5_10_0000_13.mtx 3.8 192.279 0.0815252 2.04082 
../gentests/ComparableTest/b5_10_0000_13.mtx 3.9 203.869 0.0656405 1.88679 
../gentests/ComparableTest/b5_10_0000_13.mtx 4 267.802 0.0451811 1.31169 
../gentests/ComparableTest/b5_10_0000_13.mtx 4.1 258.406 0.0404648 1.31169 
../gentests/ComparableTest/b5_10_0000_13.mtx 4.2 317.838 0.0300677 0.990099 
../gentests/ComparableTest/b5_10_0000_13.mtx 4.3 399.184 0.0226429 0.719424 
../gentests/ComparableTest/b5_10_0000_13.mtx 4.4 446.255 0.0194039 0.608434 
../gentests/ComparableTest/b5_10_0000_13.mtx 4.5 504.821 0.0139487 0.492611 
../gentests/ComparableTest/b5_10_0000_13.mtx 4.6 593.462 0.0117967 0.383142 
../gentests/ComparableTest/b5_10_0000_13.mtx 4.7 634.612 0.00980392 0.326797 
../gentests/ComparableTest/b5_10_0000_13.mtx 4.8 659.7 0.00897922 0.288184 
../gentests/ComparableTest/b5_10_0000_13.mtx 4.9 660.473 0.0072807 0.277778 
../gentests/ComparableTest/b5_10_0000_13.mtx 5 901.55 0.00507619 0.17762 
